CONTRACT_ID,CUSTOMER_ID,EQUIPMENT_ID,BRANCH_ID,RENTAL_START_DATE,RENTAL_END_DATE,DURATION_DAYS,DAILY_RATE,WEEKLY_RATE,MONTHLY_RATE,TOTAL_AMOUNT,STATUS,DELIVERY_ADDRESS,DELIVERY_CITY,DELIVERY_STATE,DELIVERY_LATITUDE,DELIVERY_LONGITUDE,PO_NUMBER,SALES_REP,_SOURCE_TABLE,_ROW_HASH,_LOADED_AT,_SOURCE_SYSTEM,_IS_CURRENT,_VALID_FROM,_VALID_TO
RC-039074,CU-020990,EQ-011189,BR-01023,2025-08-19,2025-08-23,4,921.5,2764.5,8293.5,3686.0,COMPLETED,68574 Baker Island Suite 934,Philadelphia,PA,39.985965,-75.193848,PO-102384,Robert Payne,UR_RENTAL_CONTRACTS,34c27418d63d382062324a0faf4da94107ed2f4bb705617bb0ac22d16d0487f2,2026-03-20T07:54:08.302030,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.302031,9999-12-31T00:00:00
RC-039075,CU-020700,EQ-010496,BR-01020,2025-05-23,2025-06-02,10,169.43,508.29,1524.87,508.29,COMPLETED,93644 Jason Squares Apt. 561,Pittsburgh,PA,40.394633,-79.918305,PO-450724,Heather Ward,UR_RENTAL_CONTRACTS,2fb8f18efd0ceca0009dfd955f3dc39c3ef2fc74575834808933a4bbe3061d75,2026-03-20T07:54:08.302132,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.302132,9999-12-31T00:00:00
RC-039076,CU-020920,EQ-010911,BR-01067,2025-04-02,2025-07-04,93,516.68,1550.04,4650.12,13950.36,COMPLETED,30597 Warren Grove,San Francisco,CA,37.758233,-122.361758,PO-833000,Joseph Clark,UR_RENTAL_CONTRACTS,cae5f1e5483fa6e61376ef05abb4ae0aa196829253663d0c33472b8178697c55,2026-03-20T07:54:08.302236,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.302237,9999-12-31T00:00:00
RC-039077,CU-020790,EQ-014428,BR-01095,2025-05-09,2025-05-18,9,229.95,689.85,2069.55,689.85,COMPLETED,110 Mullins Viaduct,New York,NY,40.799713,-73.921882,PO-746533,Brian Smith,UR_RENTAL_CONTRACTS,5ea5effe9e77459037005d921f8068ec09271c37f6b4a806bb0397ce750e4139,2026-03-20T07:54:08.302339,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.302340,9999-12-31T00:00:00
RC-039078,CU-020280,EQ-012789,BR-01068,2025-12-02,2025-12-09,7,512.06,1536.18,4608.54,3584.42,COMPLETED,3702 Johnson Extensions Suite 632,Tulsa,OK,36.14036,-95.966483,PO-195397,Sandy Martin,UR_RENTAL_CONTRACTS,143b4d87d57da98fd472524746c62dcdbe75f4d10bd55226707310f0b5ac56d6,2026-03-20T07:54:08.302447,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.302448,9999-12-31T00:00:00
RC-039079,CU-020016,EQ-010069,BR-01077,2025-01-31,2025-02-12,12,193.52,580.56,1741.68,580.56,COMPLETED,41607 Ferguson Mount,Houston,TX,29.73706,-95.37667,PO-489742,Travis Barnett,UR_RENTAL_CONTRACTS,f7fb60df171d1e325ba9c3ad69261ec85a999b8c2dd4fca46560973fb3530faf,2026-03-20T07:54:08.302553,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.302554,9999-12-31T00:00:00
RC-039080,CU-020863,EQ-010290,BR-01044,2024-04-17,2024-05-09,22,162.03,486.09,1458.27,1458.27,COMPLETED,4272 Vaughn Prairie Apt. 260,Richmond,VA,37.563512,-77.419689,PO-257627,Jeremy Walker,UR_RENTAL_CONTRACTS,bd314efa4424706abf92139d535382f271641c3911a30f87958ff9e8b4f764ab,2026-03-20T07:54:08.302664,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.302665,9999-12-31T00:00:00
RC-039081,CU-020910,EQ-014344,BR-01039,2025-08-21,2025-09-02,12,499.73,1499.19,4497.57,1499.19,COMPLETED,2931 Medina Manor Apt. 797,Charlotte,NC,35.158141,-80.829522,PO-106531,Cathy Kemp,UR_RENTAL_CONTRACTS,15284949c382daccdd297496e5bf00ddd0b810d487a8438caca261757002a4ba,2026-03-20T07:54:08.302772,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.302773,9999-12-31T00:00:00
RC-039082,CU-020325,EQ-014749,BR-01044,2025-12-27,2026-01-23,27,855.81,2567.43,7702.29,7702.29,COMPLETED,361 Brandon Freeway Suite 661,Hartford,CT,41.726921,-72.732396,PO-257200,Jason Nichols,UR_RENTAL_CONTRACTS,c2891eac0119a4c385e506619ef9dc74a12eddcbb37ed67c58694ea35b74bee2,2026-03-20T07:54:08.302870,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.302870,9999-12-31T00:00:00
RC-039083,CU-020720,EQ-014796,BR-01020,2025-06-11,2025-06-24,13,272.32,816.96,2450.88,816.96,COMPLETED,63655 Amanda Radial Suite 994,Sacramento,CA,38.512906,-121.468305,PO-421791,Nicholas Charles,UR_RENTAL_CONTRACTS,21a290dc2b2740b602420435e53a824bc5c93e49b65dacef991334f5fed9889f,2026-03-20T07:54:08.302972,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.302973,9999-12-31T00:00:00
RC-039084,CU-020724,EQ-014444,BR-01078,2025-01-25,2025-01-27,2,480.48,1441.44,4324.32,960.96,CANCELLED,512 Villa Inlet Apt. 071,Indianapolis,IN,39.852361,-86.251488,PO-433117,Zachary Little,UR_RENTAL_CONTRACTS,f8d488e20b30dde37148418746eb7a9b5849e1400fb155e73ed8b8c09bd630c9,2026-03-20T07:54:08.303079,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.303080,9999-12-31T00:00:00
RC-039085,CU-020904,EQ-010051,BR-01046,2025-08-21,2025-09-03,13,90.1,270.3,810.9,270.3,COMPLETED,7228 Denise Dale Apt. 217,Atlanta,GA,33.833007,-84.460042,PO-652303,Roberta Warren,UR_RENTAL_CONTRACTS,4db943ce31323b3fffdbec1e86f06f6bf4a9f8bd6b80b054092235ab92d38724,2026-03-20T07:54:08.303179,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.303180,9999-12-31T00:00:00
RC-039086,CU-020264,EQ-012983,BR-01070,2025-08-20,2025-08-23,3,354.24,1062.72,3188.16,1062.72,COMPLETED,4815 Lambert Corners Apt. 347,Atlanta,GA,33.810623,-84.459094,PO-394088,Marcus Andrews,UR_RENTAL_CONTRACTS,c85a8c3c501658b21a5b9990b6703d0b53ec1fb13b299bcde6a7b15bdd5e3a67,2026-03-20T07:54:08.303288,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.303289,9999-12-31T00:00:00
RC-039087,CU-020743,EQ-011022,BR-01049,2024-10-17,2024-10-18,1,300.95,902.85,2708.55,300.95,COMPLETED,7655 Garcia Hills,Los Angeles,CA,34.059808,-118.268387,PO-546531,Linda Miranda,UR_RENTAL_CONTRACTS,ad46ec315599e089a05c5b3b4ed15c04e51b23ce76b67451ad28e1cc5dba4727,2026-03-20T07:54:08.303394,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.303394,9999-12-31T00:00:00
RC-039088,CU-020472,EQ-012522,BR-01067,2024-06-05,2024-06-12,7,319.7,959.1,2877.3,2237.9,COMPLETED,77218 Logan Union Suite 756,Atlanta,GA,33.799928,-84.450548,PO-650100,Bryan Wilson,UR_RENTAL_CONTRACTS,6802828ea6080eb97432fdb7c17e802315b186b2d490ffccf41ade1e69f9cd21,2026-03-20T07:54:08.303492,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.303493,9999-12-31T00:00:00
RC-039089,CU-020493,EQ-013913,BR-01038,2024-10-04,2024-10-07,3,321.01,963.03,2889.09,963.03,COMPLETED,5856 Martinez Villages,Chicago,IL,41.98934,-87.713465,PO-434866,Gabrielle Robinson,UR_RENTAL_CONTRACTS,cbc8cbe1c9912e4629a321a3b54141af13c57b5adc3d17c454e34452ae84ccdb,2026-03-20T07:54:08.303598,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.303599,9999-12-31T00:00:00
RC-039090,CU-020654,EQ-010855,BR-01057,2024-10-07,2024-10-12,5,111.56,334.68,1004.04,557.8,COMPLETED,7328 Alicia Run Apt. 358,Seattle,WA,47.674543,-122.301583,PO-802422,Jessica Andrews,UR_RENTAL_CONTRACTS,fa97d01fcd9a03a1a2d701ba185b16560f5d265b43ab6214f93a38cc969cdd51,2026-03-20T07:54:08.303697,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.303698,9999-12-31T00:00:00
RC-039091,CU-020657,EQ-010421,BR-01043,2025-12-05,2025-12-27,22,102.14,306.42,919.26,919.26,COMPLETED,5863 Lin Radial,Miami,FL,25.781285,-80.194734,PO-809728,Diana Brown,UR_RENTAL_CONTRACTS,8e6dd267f0f8edcf6be66f89f906577e2737eb4dfce8ca83d980552cb3e9ffd2,2026-03-20T07:54:08.303805,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.303805,9999-12-31T00:00:00
RC-039092,CU-020070,EQ-011330,BR-01026,2026-03-01,2026-03-23,22,186.28,558.84,1676.52,1676.52,OVERDUE,60720 Gregory Falls Apt. 173,San Antonio,TX,29.410863,-98.522325,PO-698460,Bobby Wilkins,UR_RENTAL_CONTRACTS,6dd701438efc946c332a73303e7789780b5aa19b5f2f6892892aede53c3e9199,2026-03-20T07:54:08.303913,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.303914,9999-12-31T00:00:00
RC-039093,CU-020268,EQ-013108,BR-01017,2025-06-27,2025-07-04,7,562.58,1687.74,5063.22,3938.06,COMPLETED,14500 Hobbs Trail Apt. 709,Philadelphia,PA,39.862747,-75.174386,PO-666889,Priscilla Scott,UR_RENTAL_CONTRACTS,7ddfbe504f31ab2732866efa822e0400a6e619a5c6e675c002347e7492e4dad6,2026-03-20T07:54:08.304021,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.304022,9999-12-31T00:00:00
RC-039094,CU-020015,EQ-010882,BR-01097,2024-07-17,2024-07-29,12,503.23,1509.69,4529.07,1509.69,COMPLETED,039 Byrd Lake Apt. 543,St. Louis,MO,38.63505,-90.223615,PO-463436,Gary King,UR_RENTAL_CONTRACTS,14dbc37ee0a0ce61468d37956e6309e247d9b16a0f5dffe292925a0b6404eefc,2026-03-20T07:54:08.304126,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.304127,9999-12-31T00:00:00
RC-039095,CU-020102,EQ-014405,BR-01046,2025-02-11,2025-03-08,25,333.89,1001.67,3005.01,3005.01,COMPLETED,8121 Brooke Pines,Kansas City,MO,39.121326,-94.498735,PO-383238,Jo Evans,UR_RENTAL_CONTRACTS,19a5459285001bca05aa362906214a9dc32f37f0044c261e8ea4b6e36f765e21,2026-03-20T07:54:08.304223,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.304223,9999-12-31T00:00:00
RC-039096,CU-020872,EQ-010233,BR-01068,2025-09-21,2025-10-15,24,942.35,2827.05,8481.15,8481.15,CANCELLED,1798 Brandt Skyway,New York,NY,40.768655,-74.014644,PO-246852,Jill Daugherty,UR_RENTAL_CONTRACTS,d0cf4a15686327ffac92c2a0d59ce8755af3df27d3eea2e311b0281dee00d89f,2026-03-20T07:54:08.304328,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.304329,9999-12-31T00:00:00
RC-039097,CU-020180,EQ-010672,BR-01014,2025-09-03,2025-09-08,5,338.98,1016.94,3050.82,1694.9,CANCELLED,5504 Wendy Glens Suite 599,Nashville,TN,36.259052,-86.755029,PO-181393,Kimberly Oneal,UR_RENTAL_CONTRACTS,8e078e4e195467b3b6b18a5516a9759d31707069ea8e159517c52ac5a23e3126,2026-03-20T07:54:08.304427,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.304428,9999-12-31T00:00:00
RC-039098,CU-020797,EQ-010978,BR-01097,2025-07-13,2025-07-18,5,266.85,800.55,2401.65,1334.25,COMPLETED,6865 Morgan Common Suite 790,Philadelphia,PA,39.924745,-75.106226,PO-846193,Melinda Smith,UR_RENTAL_CONTRACTS,e1658f3c3bfde2b8d9c1b024638fdc8393c98a05874d4408147dad1274ab622f,2026-03-20T07:54:08.304526,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.304527,9999-12-31T00:00:00
RC-039099,CU-020978,EQ-011259,BR-01063,2024-05-21,2024-05-28,7,246.83,740.49,2221.47,1727.81,COMPLETED,31271 Richard Park,Richmond,VA,37.538717,-77.35629,PO-401176,Dr. Angela Davis DDS,UR_RENTAL_CONTRACTS,13dd20f983f8e57fcfec1d923333bc8bc9a375cdbf8afa4d25c6536aaa08cfd7,2026-03-20T07:54:08.304626,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.304627,9999-12-31T00:00:00
RC-039100,CU-020644,EQ-012777,BR-01075,2024-07-06,2024-08-02,27,269.93,809.79,2429.37,2429.37,COMPLETED,171 Fisher Station,El Paso,TX,31.761061,-106.539661,PO-882796,Pamela Cruz,UR_RENTAL_CONTRACTS,f9b5944d66c32b2a9e69735a19009510daa7c4f2907889cdaa5a812f416e7917,2026-03-20T07:54:08.304734,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.304734,9999-12-31T00:00:00
RC-039101,CU-020214,EQ-011168,BR-01013,2026-02-21,2026-02-23,2,269.89,809.67,2429.01,539.78,COMPLETED,840 Veronica Lodge Suite 731,Raleigh,NC,35.885297,-78.539842,PO-527181,Martin Simpson,UR_RENTAL_CONTRACTS,07aa8b6291021186de8a6573b08cee0f575e1f515d049907553984b36593478b,2026-03-20T07:54:08.304835,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.304836,9999-12-31T00:00:00
RC-039102,CU-020765,EQ-013905,BR-01041,2025-12-15,2026-03-12,87,617.72,1853.16,5559.48,11118.96,COMPLETED,521 Dennis Divide Apt. 351,San Diego,CA,32.624805,-117.148435,PO-833174,Cody Camacho,UR_RENTAL_CONTRACTS,f98703703a15f907d8dff59911e73d059960809d9884875376a5b1676d7cb106,2026-03-20T07:54:08.304931,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.304932,9999-12-31T00:00:00
RC-039103,CU-020927,EQ-010852,BR-01087,2024-07-16,2024-07-19,3,589.67,1769.01,5307.03,1769.01,COMPLETED,1420 Thomas Key Apt. 989,Philadelphia,PA,39.948495,-75.155264,PO-732470,Dr. Carla Davies PhD,UR_RENTAL_CONTRACTS,383bed4b031125fbd58e6089ced807e7767e8a7c7a9d3da81de8851f77abe16f,2026-03-20T07:54:08.305032,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.305033,9999-12-31T00:00:00
RC-039104,CU-020003,EQ-011947,BR-01020,2025-05-21,2025-09-22,124,200.64,601.92,1805.76,7223.04,COMPLETED,47484 Krueger Mill Apt. 075,Newark,NJ,40.854625,-74.210054,PO-827221,Jeffrey Johnson,UR_RENTAL_CONTRACTS,cfa7c24109e2dc911dfc798d807e4d9fcfb1d6a28234c9504ce63787f60078b7,2026-03-20T07:54:08.305139,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.305140,9999-12-31T00:00:00
RC-039105,CU-020115,EQ-013875,BR-01068,2024-06-19,2024-06-26,7,132.22,396.66,1189.98,925.54,COMPLETED,41557 Kyle Terrace Suite 052,Phoenix,AZ,33.407187,-112.049432,PO-371553,Michelle Medina,UR_RENTAL_CONTRACTS,c027819364014465ff7245c3026fa2bc11438f826bb64bf24e2aeea1fe022f09,2026-03-20T07:54:08.305240,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.305241,9999-12-31T00:00:00
RC-039106,CU-020168,EQ-013378,BR-01027,2025-03-13,2025-04-11,29,385.3,1155.9,3467.7,4623.6,COMPLETED,297 Kurt Forges Suite 980,Salt Lake City,UT,40.656915,-111.912148,PO-239681,Lauren Howell,UR_RENTAL_CONTRACTS,4ebef2dadc720903766b855be680bb07e882f43c8467de2a95941b23b9472e87,2026-03-20T07:54:08.305343,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.305344,9999-12-31T00:00:00
RC-039107,CU-020014,EQ-013784,BR-01053,2024-04-09,2024-05-05,26,576.88,1730.64,5191.92,5191.92,COMPLETED,90820 Hawkins Groves Apt. 295,Salt Lake City,UT,40.765045,-111.887624,PO-184378,Leslie Sexton,UR_RENTAL_CONTRACTS,d5bfdf61cb3181205546c8066756ed9d78447fd867958daad9683eb150458dae,2026-03-20T07:54:08.305452,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.305452,9999-12-31T00:00:00
RC-039108,CU-020809,EQ-014678,BR-01079,2024-12-31,2025-01-26,26,165.52,496.56,1489.68,1489.68,COMPLETED,18403 Ashley Rapids,Raleigh,NC,35.727063,-78.588833,PO-983967,Mason Gill,UR_RENTAL_CONTRACTS,e5c4a60b8d7a24941d7cb448b5134ed4aa189e09990cf35ce894bade85339365,2026-03-20T07:54:08.305546,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.305547,9999-12-31T00:00:00
RC-039109,CU-020893,EQ-014549,BR-01069,2024-09-02,2024-09-26,24,529.7,1589.1,4767.3,4767.3,COMPLETED,8706 Lauren Center,Raleigh,NC,35.771846,-78.620017,PO-771224,Nicholas Simpson,UR_RENTAL_CONTRACTS,02b8279260f7aabced0d4d90320df1e19fe5d5259c01d2507cf6e2826d407122,2026-03-20T07:54:08.305640,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.305641,9999-12-31T00:00:00
RC-039110,CU-020065,EQ-013692,BR-01070,2025-02-27,2025-03-18,19,301.44,904.32,2712.96,1808.64,COMPLETED,108 Zavala Keys Apt. 791,New York,NY,40.651672,-73.908479,PO-773985,Kristin Burgess,UR_RENTAL_CONTRACTS,39341823bbd6e4413919cda203ee4dd954a403ffe21944ee2ceda61f1a22d533,2026-03-20T07:54:08.305748,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.305749,9999-12-31T00:00:00
RC-039111,CU-020622,EQ-011711,BR-01096,2026-01-19,2026-02-12,24,196.14,588.42,1765.26,1765.26,COMPLETED,3056 Michael Alley Apt. 524,Atlanta,GA,33.729231,-84.391237,PO-415275,Daisy Mcintosh,UR_RENTAL_CONTRACTS,57833c86c2848a9282d5dc25854488e6db2f0df34b25353c01c36feb3c8f83ac,2026-03-20T07:54:08.305846,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.305847,9999-12-31T00:00:00
RC-039112,CU-020186,EQ-010029,BR-01085,2025-12-20,2025-12-22,2,94.92,284.76,854.28,189.84,COMPLETED,34689 Kelly Mills,Miami,FL,25.775249,-80.2053,PO-987892,Christopher Reynolds,UR_RENTAL_CONTRACTS,e2b874cba624733e9c89e3447998364b877840636f5a6b52a1287ff6b9316123,2026-03-20T07:54:08.305950,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.305951,9999-12-31T00:00:00
RC-039113,CU-020909,EQ-010565,BR-01030,2024-07-10,2024-07-31,21,402.0,1206.0,3618.0,3618.0,COMPLETED,2400 Deleon View Suite 011,Denver,CO,39.844811,-104.946414,PO-831725,Jennifer Garrison,UR_RENTAL_CONTRACTS,14668fc3cec93668c3ec18a369e774d126463db53c239fe08a5a2cf57d786c3e,2026-03-20T07:54:08.306059,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.306060,9999-12-31T00:00:00
RC-039114,CU-020513,EQ-013818,BR-01035,2024-10-27,2024-11-04,8,333.73,1001.19,3003.57,1001.19,COMPLETED,07340 Cherry Brook Suite 327,Tulsa,OK,36.097075,-95.9687,PO-616116,Chris Contreras,UR_RENTAL_CONTRACTS,6775d68c76a1093f7d1b6fcc4ddcee1e6091b9a5ed8e75030b1d2422dd6aba9f,2026-03-20T07:54:08.306165,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.306165,9999-12-31T00:00:00
RC-039115,CU-020882,EQ-010262,BR-01033,2025-09-02,2025-09-06,4,390.86,1172.58,3517.74,1563.44,COMPLETED,832 Knight Vista Apt. 254,Chicago,IL,41.849555,-87.585264,PO-347994,Brian Lopez,UR_RENTAL_CONTRACTS,4c2f9b4eb67045bc3c42d15730a51e243ee3065033bb86c5ea892430b4c8a74b,2026-03-20T07:54:08.306271,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.306271,9999-12-31T00:00:00
RC-039116,CU-020251,EQ-012488,BR-01041,2025-02-12,2025-07-25,163,112.1,336.3,1008.9,5044.5,CANCELLED,23136 Aguirre Falls,Indianapolis,IN,39.817109,-86.074237,PO-221771,Danielle Moyer,UR_RENTAL_CONTRACTS,f20fb4e47e47de7c8329864b2c1caa2f0e8ba096385f2bf56b993b5b8bdb4b99,2026-03-20T07:54:08.306377,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.306378,9999-12-31T00:00:00
RC-039117,CU-020291,EQ-011822,BR-01084,2024-11-15,2024-11-21,6,535.46,1606.38,4819.14,3212.76,COMPLETED,123 Kathleen Pass,Indianapolis,IN,39.785404,-86.182877,PO-773298,Renee Payne,UR_RENTAL_CONTRACTS,86ca9c2e70f700ae81e174bf6ab524eb642533dfcadb9065226701e549982dde,2026-03-20T07:54:08.306473,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.306473,9999-12-31T00:00:00
RC-039118,CU-020296,EQ-010564,BR-01067,2024-10-19,2024-10-24,5,101.67,305.01,915.03,508.35,COMPLETED,252 Christine Curve Suite 654,Nashville,TN,36.144962,-86.856188,PO-632450,Mrs. Nichole Glass,UR_RENTAL_CONTRACTS,fd3423179d6c6fb2558923454da559f60b1bc2564cf117fa6ad7215af94ae56b,2026-03-20T07:54:08.306573,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.306573,9999-12-31T00:00:00
RC-039119,CU-020899,EQ-010210,BR-01002,2024-10-20,2024-11-11,22,467.97,1403.91,4211.73,4211.73,CANCELLED,378 Melinda Haven Apt. 517,San Antonio,TX,29.436868,-98.57902,PO-265024,Carl Carter,UR_RENTAL_CONTRACTS,5e34cb9bcaa697ebf275483eceec31cd6c6fd57230fe0f737372f31295c818ea,2026-03-20T07:54:08.306670,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.306671,9999-12-31T00:00:00
RC-039120,CU-020100,EQ-014462,BR-01057,2025-10-30,2025-11-04,5,856.22,2568.66,7705.98,4281.1,COMPLETED,440 Chen Throughway,Atlanta,GA,33.807923,-84.39125,PO-684246,Kristin Gregory,UR_RENTAL_CONTRACTS,ee69d33bd5f625c79b5be9b889a54e6d047bb9a26cbaec6e8b1954182b86d3c5,2026-03-20T07:54:08.306776,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.306777,9999-12-31T00:00:00
RC-039121,CU-020673,EQ-013376,BR-01061,2025-07-12,2025-07-17,5,173.82,521.46,1564.38,869.1,COMPLETED,40232 Nichole Center Apt. 376,Philadelphia,PA,39.948803,-75.181765,PO-441459,Kaitlyn Jacobs,UR_RENTAL_CONTRACTS,bf00b9dd37325296ba57e355d7449e9850a197ce54609fcd8ed3719a9635e355,2026-03-20T07:54:08.306875,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.306876,9999-12-31T00:00:00
RC-039122,CU-020485,EQ-010099,BR-01011,2025-07-30,2025-08-01,2,302.5,907.5,2722.5,605.0,COMPLETED,9985 Robertson Stream Apt. 345,Boston,MA,42.363052,-71.074603,PO-690287,Calvin Carroll,UR_RENTAL_CONTRACTS,a8b5c569a045a6c75b9ebf01980d51d32d2fe02322b822e3210125c4bd6225c9,2026-03-20T07:54:08.306998,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.306998,9999-12-31T00:00:00
RC-039123,CU-020422,EQ-013056,BR-01035,2024-08-06,2024-09-04,29,1225.13,3675.39,11026.17,14701.56,COMPLETED,6563 Gonzalez Locks,Sacramento,CA,38.597795,-121.489802,PO-425336,Sara Carroll,UR_RENTAL_CONTRACTS,ecc2bc8b6f5497d503a2b3349425e2452456a6a4a6fc719de8fc232a4a94f785,2026-03-20T07:54:08.307104,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.307104,9999-12-31T00:00:00
RC-039124,CU-020021,EQ-012931,BR-01044,2025-09-05,2025-09-30,25,235.63,706.89,2120.67,2120.67,COMPLETED,090 Meredith Landing,Detroit,MI,42.391876,-83.03517,PO-751871,Stacey Ramos,UR_RENTAL_CONTRACTS,ff136c5c5c4e1282db38a5b331f9f23e6a45e22808dcd80654b435d1d30bfd16,2026-03-20T07:54:08.307202,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.307203,9999-12-31T00:00:00
RC-039125,CU-020562,EQ-014960,BR-01022,2025-11-09,2025-12-07,28,195.31,585.93,1757.79,2343.72,CANCELLED,62411 Cruz Station Apt. 186,Chicago,IL,41.909138,-87.667005,PO-532127,Brian Brown,UR_RENTAL_CONTRACTS,1da551addeddcf5876a1ab0ab492ea2d8daed782e043bcb6b003810dfe97ba52,2026-03-20T07:54:08.307308,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.307308,9999-12-31T00:00:00
RC-039126,CU-020535,EQ-011936,BR-01090,2024-08-05,2024-10-16,72,365.4,1096.2,3288.6,6577.2,CANCELLED,56849 Barnett Square,Boston,MA,42.391807,-71.103829,PO-531079,Joshua Cooper,UR_RENTAL_CONTRACTS,1cae21f91f3fdd7f281aa6bf9521e21c2596f8c0f2dda977a7894a2bc4c261d1,2026-03-20T07:54:08.307412,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.307413,9999-12-31T00:00:00
RC-039127,CU-020161,EQ-012067,BR-01045,2024-08-05,2024-08-19,14,88.49,265.47,796.41,530.94,COMPLETED,39631 Fuentes Park Apt. 739,Philadelphia,PA,39.973961,-75.10635,PO-638179,William Cole,UR_RENTAL_CONTRACTS,584390e6109419d18f3d6fc441d7d22978ef7bce26cb450eaf03dfbb4a8361ba,2026-03-20T07:54:08.307518,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.307518,9999-12-31T00:00:00
RC-039128,CU-020223,EQ-013002,BR-01003,2025-09-26,2025-09-28,2,574.84,1724.52,5173.56,1149.68,COMPLETED,2747 Watson Plaza,Salt Lake City,UT,40.756871,-111.864646,PO-690015,Julia Arellano,UR_RENTAL_CONTRACTS,885c93f16e9d889d0a9eecad42539711e1ea2b983d99ba78d3f64282e0b1fb0a,2026-03-20T07:54:08.307623,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.307623,9999-12-31T00:00:00
RC-039129,CU-020749,EQ-010285,BR-01002,2025-07-03,2025-07-15,12,183.44,550.32,1650.96,550.32,COMPLETED,1517 Edwards Spur,Detroit,MI,42.2982,-82.975909,PO-876250,Bailey Olson,UR_RENTAL_CONTRACTS,06afcf84a11a48b35a8b580ab9a5a93c8b35b95ae2bd41a07152b5603fd62420,2026-03-20T07:54:08.307727,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.307728,9999-12-31T00:00:00
RC-039130,CU-020829,EQ-010489,BR-01021,2025-03-10,2025-04-03,24,346.19,1038.57,3115.71,3115.71,COMPLETED,4864 Blackburn Club,San Francisco,CA,37.727771,-122.327859,PO-456528,Beth Valdez,UR_RENTAL_CONTRACTS,bc09d1e65623925672040561ddadbb6b49da523c97bd75f12722908d9aa4b549,2026-03-20T07:54:08.307835,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.307836,9999-12-31T00:00:00
RC-039131,CU-020378,EQ-014508,BR-01093,2025-07-26,2025-07-28,2,554.67,1664.01,4992.03,1109.34,CANCELLED,1415 Olson Via Suite 460,Tulsa,OK,36.156981,-95.948785,PO-925549,Kristine Mckee,UR_RENTAL_CONTRACTS,822babc92c6610b6846d3cc6333d2c6fc636f6fde3e4b6465c953e4d60348055,2026-03-20T07:54:08.307942,UNITED_RENTALS,TRUE,2026-03-20T07:54:08.307942,9999-12-31T00:00:00
